anno_id,task_pybossa_id,task_url,taskrun_article_batch_name,taskrun_article_number,taskrun_article_filename,topic_number,topic_namespace,topic_name,question_number,question_text,answer_number,answer_text,contributor_id,start_pos,end_pos,target_text
1281,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,1,Correlation,14,280,443,"As a heart surgeon with 25 years experience, having performed over 5,000 open-heart surgeries, today is my day to right the wrong with medical and scientific fact."
1282,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,3,The correlation appears across multiple independent contexts,14,280,443,"As a heart surgeon with 25 years experience, having performed over 5,000 open-heart surgeries, today is my day to right the wrong with medical and scientific fact."
1283,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,4,A plausible mechanism is proposed,14,1099,1303,The discovery a few years ago that inflammation in the artery wall is the real cause of heart disease is slowly leading to a paradigm shift in how heart disease and other chronic ailments will be treated.
1284,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,6,Experts are cited,14,280,443,"As a heart surgeon with 25 years experience, having performed over 5,000 open-heart surgeries, today is my day to right the wrong with medical and scientific fact."
1285,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,1,Very Convincing,14,0,0,
1286,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,3,Medium credibility,15,0,0,
1287,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,4,Completely Representative,15,0,0,
1288,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,3,A little bit clickbaity,15,0,0,
1289,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,4,"Hidden secret or trick (“Fitness Companies Hate Him...”, “Experts are Dying to Know Their Secret”)",15,7,24,The Best Exercise
1290,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,1,Yes,15,738,1156,"So researchers at the Mayo Clinic in Rochester, Minn., recently conducted an experiment on the cells of 72 healthy but sedentary men and women who were 30 or younger or older than 64. After baseline measures were established for their aerobic fitness, their blood-sugar levels and the gene activity and mitochondrial health in their muscle cells, the volunteers were randomly assigned to a particular exercise regimen."
1291,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",2,Experts,15,0,0,
1292,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",3,Studies,15,0,0,
1293,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,1,Expert 1,15,2840,2958,"Dr. Sreekumaran Nair, a professor of medicine and an endocrinologist at the Mayo Clinic and the study’s senior author."
1294,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,10,Highlight each scientific study cited:,1,Scientific Study 1,15,738,1156,"So researchers at the Mayo Clinic in Rochester, Minn., recently conducted an experiment on the cells of 72 healthy but sedentary men and women who were 30 or younger or older than 64. After baseline measures were established for their aerobic fitness, their blood-sugar levels and the gene activity and mitochondrial health in their muscle cells, the volunteers were randomly assigned to a particular exercise regimen."
1295,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,12,"Are any experts, organizations, or studies cited that are separate from the central study quoted in the article? If so, highlight relevant section(s).",1,None,15,0,0,
1296,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,13,To what extent does their confidence in their claims seem justified?,2,Mostly justified,15,0,0,
1297,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",2,Sort of,15,2342,2511,"Many of these affected genes, especially in the cells of the interval trainers, are believed to influence the ability of mitochondria to produce energy for muscle cells;"
1298,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,15,"Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).",3,No,15,0,0,
1299,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,16,"Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).",3,No,15,0,0,
1300,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,17,Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).,3,No,15,0,0,
1301,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,3,No,15,0,0,
1302,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",3,No,15,0,0,
1303,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",3,No,15,0,0,
1304,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",3,No,15,0,0,
1305,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,15,2512,2618,the subjects who did the interval workouts showed increases in the number and health of their mitochondria
1306,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,1,Correlation,15,2512,2618,the subjects who did the interval workouts showed increases in the number and health of their mitochondria
1307,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,5,An experimental study was conducted (natural experiments OK),15,738,1156,"So researchers at the Mayo Clinic in Rochester, Minn., recently conducted an experiment on the cells of 72 healthy but sedentary men and women who were 30 or younger or older than 64. After baseline measures were established for their aerobic fitness, their blood-sugar levels and the gene activity and mitochondrial health in their muscle cells, the volunteers were randomly assigned to a particular exercise regimen."
1308,309,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/309,credco_webconf_articles.tar,36,36article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,3,Moderately Convincing,15,0,0,
1309,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,3,Medium credibility,13,0,0,
1310,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,4,Completely Representative,13,0,0,
1311,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,3,A little bit clickbaity,13,0,0,
1312,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,2,"Cliffhanger to a story (“You Won’t Believe What Happens Next”, “Man Divorces His Wife After Overhearing This Conversation”)",13,7,49,Arctic stronghold of world’s seeds flooded
1313,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,2,No,13,0,0,
1314,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",2,Experts,13,0,0,
1315,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,1,Expert 1,13,2974,3028,"Ketil Isaksen, from Norway’s Meteorological Institute."
1316,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,2,Expert 2,13,3864,3915,"Åsmund Asdal at the Nordic Genetic Resource Centre,"
1317,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,3,Expert 3,13,1474,1522,"Hege Njaa Aschim, from the Norwegian government,"
1318,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,13,To what extent does their confidence in their claims seem justified?,2,Mostly justified,13,0,0,
1319,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",1,Yes,13,2490,2655,The vault’s managers are now waiting to see if the extreme heat of this winter was a one-off or will be repeated or even exceeded as climate change heats the planet.
1319,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",1,Yes,13,2779,2853,"“The question is whether this is just happening now, or will it escalate?”"
1320,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,15,"Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).",3,No,13,0,0,
1321,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,16,"Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).",3,No,13,0,0,
1322,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,17,Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).,3,No,13,0,0,
1323,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,3,No,13,0,0,
1324,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",3,No,13,0,0,
1325,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",3,No,13,0,0,
1326,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",3,No,13,0,0,
1327,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,2,Singular Causal Claim,13,725,844,"global warming produced extraordinary temperatures over the winter, sending meltwater gushing into the entrance tunnel."
1327,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,2,Singular Causal Claim,13,1174,1338,"But soaring temperatures in the Arctic at the end of the world’s hottest ever recorded year led to melting and heavy rain, when light snow should have been falling."
1327,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,2,Singular Causal Claim,13,3110,3146,The climate is changing dramatically
1328,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,1,Correlation,13,2867,2960,"The Svalbard archipelago, of which Spitsbergen is part, has warmed rapidly in recent decades,"
1328,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,1,Correlation,13,3030,3109,“The Arctic and especially Svalbard warms up faster than the rest of the world.
1329,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,3,Moderately Convincing,13,0,0,
1330,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,4,Somewhat high credibility,15,0,0,
1331,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,3,Somewhat Representative,15,0,0,
1332,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,4,Not at all clickbaity,15,0,0,
1333,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,2,No,15,0,0,
1334,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",2,Experts,15,0,0,
1335,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,1,Expert 1,15,1474,1522,"Hege Njaa Aschim, from the Norwegian government,"
1336,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,2,Expert 2,15,2974,3028,"Ketil Isaksen, from Norway’s Meteorological Institute."
1337,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,3,Expert 3,15,3864,3946,"Åsmund Asdal at the Nordic Genetic Resource Centre, which operates the seed vault."
1338,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,13,To what extent does their confidence in their claims seem justified?,2,Mostly justified,15,0,0,
1339,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",3,No,15,0,0,
1340,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,15,"Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).",3,No,15,0,0,
1341,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,16,"Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).",3,No,15,0,0,
1342,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,17,Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).,3,No,15,0,0,
1343,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,3,No,15,0,0,
1344,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",3,No,15,0,0,
1345,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",3,No,15,0,0,
1346,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",3,No,15,0,0,
1347,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,3,No Causal Claim,15,0,0,
1348,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,8,No evidence given,15,0,0,
1349,310,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/310,credco_webconf_articles.tar,37,37article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,2,Fairly Convincing,15,0,0,
1350,311,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,2,Somewhat low credibility,13,0,0,
1351,311,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,4,Completely Representative,13,0,0,
1352,311,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,1,Very much clickbaity,13,0,0,
1353,311,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,3,"Provoking emotions, such as shock or surprise (“...Shocking Result”, “...Leave You in Tears”)",13,42,53,hypocrites!
1354,311,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,2,No,13,0,0,
1355,311,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",1,None,13,0,0,
1356,311,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,13,To what extent does their confidence in their claims seem justified?,1,Completely justified,13,0,0,
1357,311,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",3,No,13,0,0,
1358,311,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,15,"Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).",3,No,13,0,0,
1359,311,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,16,"Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).",3,No,13,0,0,
1360,311,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,17,Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).,3,No,13,0,0,
1361,311,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,3,No,13,0,0,
1362,311,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",3,No,13,0,0,
1363,311,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",1,Yes,13,77,147,"""Repeal your own government-subsidized health care first, hypocrites!"""
1363,311,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/311,credco_webconf_articles.tar,38,38article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",1,Yes,13,511,615,"So they want to take away health care from millions, but still keep their own sweetheart deal?   No way."
